Name of the Plant,Family,Common Name,Link,Uses
Arachne cordifolia  (Decne.) Hurus.,EUPHORBIACEAE,"Bharti, Bhartoi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008959&column=szBarcode,"""UNKNOWN USE"""
Arctium lappa  L.,ASTERACEAE,"Jangli Kuth, Burdock (Eng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013628&column=szBarcode,"""UNKNOWN USE"""
Ardisia solanacea  (Poir.) Roxb.,MYRSINACEAE,Dhan-priya,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009223&column=szBarcode,"""UNKNOWN USE"""
Areca catechu  L.,ARECACEAE,"Supari, Chaali",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003212&column=szBarcode,"""UNKNOWN USE"""
Areca triandra  Roxb. ex Buch.-Ham.,ARECACEAE,wild areca palm (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003213&column=szBarcode,"""UNKNOWN USE"""
Arenga saccharifera  Labill.,ARECACEAE,Sugar palm (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003211&column=szBarcode,"""UNKNOWN USE"""
Argemone mexicana  L.,PAPAVERACEAE,Bharbhand,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003773&column=szBarcode,"""UNKNOWN USE"""
Argyreia cuneata  (Willd.) Ker.-Gawl,CONVOLVULACEAE,Mhalungi (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009690&column=szBarcode,"""UNKNOWN USE"""
Argyreia imbricata  (Roth) Santapau & V.Patel,CONVOLVULACEAE,Errakuta (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009695&column=szBarcode,"""UNKNOWN USE"""
Argyreia nervosa  (Burm.f.) Boj.,CONVOLVULACEAE,"Samudrasokha, Ghavapatta",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009693&column=szBarcode,"""UNKNOWN USE"""
Arisaema leschenaultii  Blume,ARACEAE,Pambucholam (Malayalam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003226&column=szBarcode,"""UNKNOWN USE"""
Arisaema speciosum  (Wall.) Mart.,ARACEAE,"Samo-ki-khumb, Kiralu( Punjab)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003225&column=szBarcode,"""UNKNOWN USE"""
Arisaema tortuosum  (Wall.) Schott,ARACEAE,"Bagh Jandhra, Lin Cheisu (Manipuri)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003227&column=szBarcode,"""UNKNOWN USE"""
Aristida depressa  Retz.,POACEAE,sixweeks threeawn (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003186&column=szBarcode,"""UNKNOWN USE"""
Aristolochia bracteolata  Lam.,ARISTOLOCHIACEAE,Kitamari,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008873&column=szBarcode,"""UNKNOWN USE"""
Aristolochia indica  L.,ARISTOLOCHIACEAE,Ishvari mul (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008869&column=szBarcode,"""UNKNOWN USE"""
Aristolochia tagala  Chem.,ARISTOLOCHIACEAE,Nallayiswari (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008872&column=szBarcode,"""UNKNOWN USE"""
Arnebia benthamii  (Wall.ex G. Don) Johnston,BORAGINACEAE,Kashmiri kahzaban (Kashmir),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009724&column=szBarcode,"""UNKNOWN USE"""
Arnebia euchroma  (Royle) Johnston,BORAGINACEAE,"Laljiri (Garhwal), Aam (Ladh.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013156&column=szBarcode,"""UNKNOWN USE"""
Arnica montana  L.,ASTERACEAE,Leopard's bane (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013629&column=szBarcode,"""UNKNOWN USE"""
Artabotrys hexapetalus  (L.f.) Bhandari,ANNONACEAE,Hara Champaka (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000014000&column=szBarcode,"""UNKNOWN USE"""
Artabotrys suaveolens  Blume,ANNONACEAE,Koluvaravalli (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009913&column=szBarcode,"""UNKNOWN USE"""
Artanema longifolium  (L). Vatke,SCROPHULARIACEAE,Kokilaksha (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009675&column=szBarcode,"""UNKNOWN USE"""
Artemisia absynthium  L.,ASTERACEAE,Vilayathi afsanthin,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013630&column=szBarcode,"""UNKNOWN USE"""
Artemisia dracunculcus  L.,ASTERACEAE,Dragon Mugwort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013151&column=szBarcode,"""UNKNOWN USE"""
Artemisia indica  Willd.,ASTERACEAE,Nagdona (Hindi),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013148&column=szBarcode,"""UNKNOWN USE"""
Artemisia maritima  L.,ASTERACEAE,Kirmala,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013634&column=szBarcode,"""UNKNOWN USE"""
Artemisia nilagirica  (C.B.Clarke) Pamp.,ASTERACEAE,Nagdona,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013641&column=szBarcode,"""UNKNOWN USE"""
Artemisia persica  Boiss.,ASTERACEAE,Pardesi davano (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013635&column=szBarcode,"""UNKNOWN USE"""
Artemisia roxburghiana  Wall. ex. Besser,ASTERACEAE,Roxburgh's Wormwood (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013636&column=szBarcode,"""UNKNOWN USE"""
Artemisia sacrorum  Ledeb.,ASTERACEAE,Burmack (Ladakh),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013637&column=szBarcode,"""UNKNOWN USE"""
Artemisia scoparia  Waldst. & Kit.,ASTERACEAE,"Seeta-bani, Jhau",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013639&column=szBarcode,"""UNKNOWN USE"""
Artemisia sivarsiana  Ehrh. Ex. Willd.,ASTERACEAE,Kaadu davana (Kan.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013640&column=szBarcode,"""UNKNOWN USE"""
Arthrocnemum indicum  (Willd.) Moq.,CHENOPODIACEAE,Machola,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009909&column=szBarcode,"""UNKNOWN USE"""
Artocarpus heterophyllus  Lam.,MORACEAE,Kathal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009768&column=szBarcode,"""UNKNOWN USE"""
Artocarpus lakoocha  Roxb.,MORACEAE,Barhal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009767&column=szBarcode,"""UNKNOWN USE"""
Arundo donax  L.,POACEAE,Bara nal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003195&column=szBarcode,"""UNKNOWN USE"""
Asclepias curassavica  L.,ASCLEPIADACEAE,"Kakatundi, Kakanasika",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009261&column=szBarcode,"""UNKNOWN USE"""
Asparagus adscendens  Roxb.,LILIACEAE,Satavar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003097&column=szBarcode,"""UNKNOWN USE"""
Asparagus filicinus  Buch.-Ham ex D. Don,LILIACEAE,Allipalli (Punj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003099&column=szBarcode,"""UNKNOWN USE"""
Asparagus gonocladus  Baker,LILIACEAE,Sadaveri (Local name),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003100&column=szBarcode,"""UNKNOWN USE"""
Asparagus officinalis  L.,LILIACEAE,"Marchuba, Paragus, Vilayati Karua, Nakdown, Margiyeh, Halyun",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003101&column=szBarcode,"""UNKNOWN USE"""
Asparagus racemosus  Willd.,LILIACEAE,"Satawar, Satmuli (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003098&column=szBarcode,"""UNKNOWN USE"""
Asplenium adiantum-nigrum  L.,ASPLENIACEAE,Black Spleenwort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003266&column=szBarcode,"""UNKNOWN USE"""
Astragalus strobiliferus  Royle ex Benth.,FABACEAE,Garmezu (Chitral),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003696&column=szBarcode,"""UNKNOWN USE"""
Astragalus tribuloides  Delile,FABACEAE,Ogai (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003695&column=szBarcode,"""UNKNOWN USE"""
Asystasia gangetica  (L.) T.Anderson,ACANTHACEAE,Lavana-valli (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009040&column=szBarcode,"""UNKNOWN USE"""
Atriplex hortensis  L.,CHENOPODIACEAE,"Korake, Surake",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009906&column=szBarcode,"""UNKNOWN USE"""
Atropa acuminata  Royle,SOLANACEAE,Indian Atropa (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009682&column=szBarcode,"""UNKNOWN USE"""
Atropa belladona  L.,SOLANACEAE,Angur Shefa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009683&column=szBarcode,"""UNKNOWN USE"""
Atylosia scrabaeoides  (L.) Benth.,FABACEAE,"Bnkulthi, Birghore (Local names)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003618&column=szBarcode,"""UNKNOWN USE"""
Avena fatua  L.,POACEAE,Common wild oat (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003189&column=szBarcode,"""UNKNOWN USE"""
Avena sativa  L.,POACEAE,Common Oat (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003190&column=szBarcode,"""UNKNOWN USE"""
Averrhoa bilimbi  L.,OXALIDACEAE,Tree Sorrel (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013456&column=szBarcode,"""UNKNOWN USE"""
Avicennia officinalis  L.,VERBENACEAE,Bina,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009085&column=szBarcode,"""UNKNOWN USE"""
Azadirachta indica  (L.) A.Juss.,MELIACEAE,Nim,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009901&column=szBarcode,"""Bark is employed in skin troubles. Leaves have antiseptic properties and applied to boils, ulcers and eczema.  Flowers are tonic and stomachic and Berries are purgative and emollient."""
Azanza lampas  (Cav.) Alef.,MALVACEAE,"Jangli bhendi, Bankapasi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013835&column=szBarcode,"""UNKNOWN USE"""
Azima tetracantha  Lam.,SALVADORACEAE,Kantagur-kamai,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009288&column=szBarcode,"""UNKNOWN USE"""
Bacopa monnieri  (L.) Pennell,SCROPHULARIACEAE,Nira-brahmi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009676&column=szBarcode,"""UNKNOWN USE"""
Balanites aegyptiaca  (L.) Delile,BALANITACEAE,"Hingan, Hingot",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013478&column=szBarcode,"""UNKNOWN USE"""
Baliospermum montanum  (Willd.) Muell.Arg.,EUPHORBIACEAE,Danti,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008983&column=szBarcode,"""UNKNOWN USE"""
Bambusa bambos  Druce,POACEAE,Kalak (Local name),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003181&column=szBarcode,"""UNKNOWN USE"""
Barleria buxifolia  L.,ACANTHACEAE,Liksura (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009043&column=szBarcode,"""UNKNOWN USE"""
Barleria courtallica  Nees,ACANTHACEAE,Chethasahacharam (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009059&column=szBarcode,"""UNKNOWN USE"""
Barleria cristata  L.,ACANTHACEAE,Nil jhinti,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009044&column=szBarcode,"""UNKNOWN USE"""
Barleria longiflora  L.f.,ACANTHACEAE,Ekakantaka (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009054&column=szBarcode,"""UNKNOWN USE"""
Barleria noctiflora  L.f.,ACANTHACEAE,Naga gorinta (Telugu),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009042&column=szBarcode,"""UNKNOWN USE"""
Barleria prionitis  L.,ACANTHACEAE,"Jhinti, Katsareya",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009041&column=szBarcode,"""UNKNOWN USE"""
Barleria strigosa  Willd.,ACANTHACEAE,Neelakurantak (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009048&column=szBarcode,"""UNKNOWN USE"""
Barringtonia acutangula  (L.) Gaertn.,LECYTHIDACEAE,Hijjal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013810&column=szBarcode,"""UNKNOWN USE"""
Barringtonia racemosa  (L.) Roxb.,LECYTHIDACEAE,Samudraphala (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013809&column=szBarcode,"""UNKNOWN USE"""
Basella rubra  L.,BASELLACEAE,"Poi, Safedbachla",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009908&column=szBarcode,"""UNKNOWN USE"""
Bauhinia malabarica  Roxb.,CAESALPINIACEAE,"Amli, Amlosa",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003492&column=szBarcode,"""UNKNOWN USE"""
Bauhinia purpurea  L.,CAESALPINIACEAE,Khairwal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003486&column=szBarcode,"""UNKNOWN USE"""
Bauhinia racemosa  Lam.,CAESALPINIACEAE,"Kachnal, Ashta",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003491&column=szBarcode,"""UNKNOWN USE"""
Bauhinia retusa  Ham. ex. DC.,CAESALPINIACEAE,Semla,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003483&column=szBarcode,"""UNKNOWN USE"""
Bauhinia vahlii  Wight & Arn.,CAESALPINIACEAE,Maljan,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003489&column=szBarcode,"""UNKNOWN USE"""
Bauhinia variegata  L.,CAESALPINIACEAE,Kachnar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003485&column=szBarcode,"""UNKNOWN USE"""
Begonia rex  Putz.,BEGONIACEAE,King Begonia (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013776&column=szBarcode,"""UNKNOWN USE"""
Benincasa hispida  (Thunb.) Cogn.,CUCURBITACEAE,Petha,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013781&column=szBarcode,"""UNKNOWN USE"""
Berberis aristata  DC.,BERBERIDACEAE,"Chitra, Daruhald",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003776&column=szBarcode,"""UNKNOWN USE"""
Berberis asiatica  Roxb. ex. DC.,BERBERIDACEAE,Kilmora (Kumaun),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003787&column=szBarcode,"""UNKNOWN USE"""
Berberis insignis  Hook.f. & Thomson,BERBERIDACEAE,Kasmal (Simla),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003786&column=szBarcode,"""UNKNOWN USE"""
Berberis lycium  Royle,BERBERIDACEAE,Kasmal (Simla),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003775&column=szBarcode,"""UNKNOWN USE"""
Berchemia lineata  DC.,RHAMNACEAE,Kameti (Kumaun),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003605&column=szBarcode,"""UNKNOWN USE"""
Bergia suffriticosa  (Del.) Fenzl.,ELATINACEAE,Gangharaw (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003823&column=szBarcode,"""UNKNOWN USE"""
Beta vulgaris  L.,CHENOPODIACEAE,Chukandar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008834&column=szBarcode,"""UNKNOWN USE"""
Betula alnoides  Buch.-Ham.ex D.Don,BETULACEAE,Bhojpatra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008928&column=szBarcode,"""UNKNOWN USE"""
Betula utilis  D.Don,BETULACEAE,Bhojpatra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008929&column=szBarcode,"""UNKNOWN USE"""
Bidens tripartita  L.,ASTERACEAE,Threelobe Beggar Tick (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013643&column=szBarcode,"""UNKNOWN USE"""
Biophytum sensitivum  (L.) DC.,OXALIDACEAE,Lajalu,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013457&column=szBarcode,"""UNKNOWN USE"""
Bischofia javanica  Blume,EUPHORBIACEAE,Paniala,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008987&column=szBarcode,"""UNKNOWN USE"""
Bixa orellana  L.,BIXACEAE,Latkan,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003725&column=szBarcode,"""UNKNOWN USE"""
Blechnum orientale  L.,BLECHNACEAE,Haththazori,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003252&column=szBarcode,"""UNKNOWN USE"""
Blepharis edulis  Pers.,ACANTHACEAE,Chaupatia,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009056&column=szBarcode,"""UNKNOWN USE"""
Blepharis indica  Stocks ex T.Anderson,ACANTHACEAE,Kolimukkan chedi (Tamil),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009057&column=szBarcode,"""UNKNOWN USE"""
Blighia sapida  Koen. & Sims.,SAPINDACEAE,Akee (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003579&column=szBarcode,"""UNKNOWN USE"""
Blumea balsamifera  (L.) DC.,ASTERACEAE,Kakaronda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013645&column=szBarcode,"""UNKNOWN USE"""
Blumea densiflora  (Wall.) DC.,ASTERACEAE,Grand Blumea (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013647&column=szBarcode,"""UNKNOWN USE"""
Blumea eriantha  DC.,ASTERACEAE,Nimurdi (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013648&column=szBarcode,"""UNKNOWN USE"""
Blumea lacera  (Burm.f.) DC.,ASTERACEAE,Kakranda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013649&column=szBarcode,"""UNKNOWN USE"""
Blumea lanceolaria  (Roxb.) Druce,ASTERACEAE,Tera paibi macha (Manipuri),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013650&column=szBarcode,"""UNKNOWN USE"""
Boehmeria nivea  (L.) Gaud.,URTICACEAE,Kankura (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009014&column=szBarcode,"""UNKNOWN USE"""
Boerhavia diffusa  L.,NYCTAGINACEAE,Sant,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008904&column=szBarcode,"""UNKNOWN USE"""
Bombax ceiba  L.,BOMBACACEAE,"Semal, Semul (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003869&column=szBarcode,"""UNKNOWN USE"""
Borassus flabellifer  L.,ARECACEAE,Tar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003199&column=szBarcode,"""UNKNOWN USE"""
Borreria articularis  (L.f.) F.N.Wiliams,RUBIACEAE,"Guthari, Madanaghanta (Sans.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013597&column=szBarcode,"""UNKNOWN USE"""
Boswellia serrata  Roxb. ex Coleb.,BURSERACEAE,Salai,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009883&column=szBarcode,"""UNKNOWN USE"""
Botrychium lunaria  (L.) Sw.,OPHIOGLOSSACEAE,Moonwort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003270&column=szBarcode,"""UNKNOWN USE"""
Botrychium virginianum  (L.) Sw.,OPHIOGLOSSACEAE,Rattle snake fern (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003271&column=szBarcode,"""UNKNOWN USE"""
Brassica juncea  (L.) Czern.,BRASSICACEAE,"Asal rai, Laha",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003753&column=szBarcode,"""UNKNOWN USE"""
Brassica nigra  L.,BRASSICACEAE,Banarasi rai,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003752&column=szBarcode,"""UNKNOWN USE"""
Breynia retusa  (Dennst.) Alston,EUPHORBIACEAE,Chitki (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008956&column=szBarcode,"""UNKNOWN USE"""
Breynia retusa  (L.) Spreng.,EUPHORBIACEAE,Chitki (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008952&column=szBarcode,"""UNKNOWN USE"""
Breynia rhamnoides  (Retz.) Muell.-Arg.,EUPHORBIACEAE,Tikhar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008957&column=szBarcode,"""UNKNOWN USE"""
Bridelia montana  Willd.,EUPHORBIACEAE,"Khaja, Gondui",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008953&column=szBarcode,"""UNKNOWN USE"""
Bromus mollis  L.,POACEAE,Soft brome (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003182&column=szBarcode,"""UNKNOWN USE"""
Brucea javanica  (L.) Merr.,SIMAROUBACEAE,Chinese Sumac (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013481&column=szBarcode,"""UNKNOWN USE"""
Bryonopsis laciniosa  (L.) Naud.,CUCURBITACEAE,"Gorgu-naru, Mala (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013780&column=szBarcode,"""UNKNOWN USE"""
Bryophyllum pinnatum  Lam.,CRASSULACEAE,Zakhm-haiyat,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009436&column=szBarcode,"""UNKNOWN USE"""
Buchanania lanzan  Spreng.,ANACARDIACEAE,"Piyar, Chironji",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003567&column=szBarcode,"""UNKNOWN USE"""
Buddleja asiatica  Lour.,BUDDLEJACEAE,Neemda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013557&column=szBarcode,"""UNKNOWN USE"""
Bunium persicum  (Boiss.) Fedt.,APIACEAE,"Siah-zirah, Kala-zirah",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013757&column=szBarcode,"""UNKNOWN USE"""
Butea monosperma  (Lam.) Taub.,FABACEAE,"Dhak, Palas (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003662&column=szBarcode,"""UNKNOWN USE"""
Butea parviflora  Roxb.,FABACEAE,"Maulo, Bando",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003660&column=szBarcode,"""UNKNOWN USE"""
Butea superba  Roxb.,FABACEAE,Palas lata,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003661&column=szBarcode,"""UNKNOWN USE"""
Buxus wallichiana  Baill.,BUXACEAE,"Chikri, Papri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009012&column=szBarcode,"""UNKNOWN USE"""
Byttneria herbacea  Roxb.,STERCULIACEAE,Kambraj (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003857&column=szBarcode,"""UNKNOWN USE"""
Cadaba fruticosa  (L.) Druce,CAPPARACEAE,Kodhab,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003737&column=szBarcode,"""UNKNOWN USE"""
Cadaba trifoliata  (Roxb.) Wight & Arn.,CAPPARACEAE,Balaya (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003739&column=szBarcode,"""UNKNOWN USE"""
Caesalpinia bonduc  (L.) Roxb.,CAESALPINIACEAE,"Kantikaranjua, Kat-karanj",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003525&column=szBarcode,"""UNKNOWN USE"""
