drug_chembl_id,drug_name,substrate_chembl_id,substrate_name,metabolite_chembl_id,metabolite_name,enzyme_name,enzyme_tid,organism,pathway_id,pathway_key,met_conversion,met_comment,references
CHEMBL1200477,PRAZOSIN,CHEMBL3544849,ALLOPURINOL-1-RIBONUCLEOTIDE,CHEMBL3544648,ALLOPURINOL-1-RIBOSIDE,Phosphatase,,,1,,Cleavage of phosphodiester bond,"""Organ: Liver, intestines ad plasma|Comment: This metabolite can be produced via a different metabolic pathway depending on which tissue it occurs in or if it occurs in plasma.""",0443051488
CHEMBL1200477,PRAZOSIN,CHEMBL859,OXYPURINOL,CHEMBL3544864,OXYPURINOL-1-RIBOSIDE,Purine nucleoside phosphorylase,CHEMBL4338,,1,,Conjugation of ribose sugar to N1,"""Organ: Liver, intestines ad plasma|Comment: This metabolic reaction is an equilibrium. This metabolite can be produced via a different metabolic pathway depending on which tissue it occurs in or if it occurs in plasma.""",0443051488
CHEMBL1200477,PRAZOSIN,CHEMBL859,OXYPURINOL,CHEMBL3544865,OXYPURINOL-1-RIBONUCLEOTIDE,HGPRT,CHEMBL2360,,1,,Conjugation of a ribose 5-phosphate to N1,"""Organ: Liver, intestines ad plasma|Comment: Part of the alternative metabolic pathway to Oxypurinol-1-riboside.""",0443051488
CHEMBL1737,PRAZOSIN,CHEMBL192,SILDENAFIL,CHEMBL3544813,SILDENAFIL_M4,CYP3A,CHEMBL2364675,,1,,Mono-hydroxylation of either the aliphatic or piperazine moiety,Organ: Liver|Comment: Hydroxylation/oxidtaion is a major metabolic pathway.,21925973
CHEMBL1737,PRAZOSIN,CHEMBL192,SILDENAFIL,CHEMBL3544815,SILDENAFIL_M6,CYP2C9,CHEMBL3397,,1,,Mono-hydroxylation of either the aliphatic or piperazine moiety,Organ: Liver|Comment: Hydroxylation/oxidtaion is a major metabolic pathway.,21925973
CHEMBL1737,PRAZOSIN,CHEMBL192,SILDENAFIL,CHEMBL3544815,SILDENAFIL_M6,CYP3A,CHEMBL2364675,,1,,Mono-hydroxylation of either the aliphatic or piperazine moiety,Organ: Liver|Comment: Hydroxylation/oxidtaion is a major metabolic pathway.,21925973
CHEMBL1737,PRAZOSIN,CHEMBL192,SILDENAFIL,CHEMBL3544816,SILDENAFIL_M10,CYP2C9,CHEMBL3397,,1,,"""piperazine N,N-deethylation""",Organ: Liver|Comment: A major metabolic route. Can undergo further metabolism.,21925973
CHEMBL1737,PRAZOSIN,CHEMBL192,SILDENAFIL,CHEMBL3544816,SILDENAFIL_M10,CYP3A,CHEMBL2364675,,1,,"""piperazine N,N-deethylation""",Organ: Liver|Comment: A major metabolic route. Can undergo further metabolism.,21925973
CHEMBL1737,PRAZOSIN,CHEMBL3544816,SILDENAFIL_M10,CHEMBL3544817,SILDENAFIL_M9,CYP2C9,CHEMBL3397,,1,,"""piperazine N,N-deethylation""",Organ: Liver|Comment: A secondary metabolite that can undergo further metabolism,21925973
CHEMBL1737,PRAZOSIN,CHEMBL3544816,SILDENAFIL_M10,CHEMBL3544817,SILDENAFIL_M9,CYP3A,CHEMBL2364675,,1,,"""piperazine N,N-deethylation""",Organ: Liver|Comment: A secondary metabolite that can undergo further metabolism,21925973
CHEMBL1737,PRAZOSIN,CHEMBL910,"""UK-103,320""",CHEMBL3544817,SILDENAFIL_M9,CYP2C9,CHEMBL3397,,1,,"""piperazine N,N-deethylation""",Organ: Liver|Comment: A secondary metabolite that can undergo further metabolism,21925973
CHEMBL1737,PRAZOSIN,CHEMBL910,"""UK-103,320""",CHEMBL3544817,SILDENAFIL_M9,CYP3A,CHEMBL2364675,,1,,"""piperazine N,N-deethylation""",Organ: Liver|Comment: A secondary metabolite that can undergo further metabolism,21925973
CHEMBL1737,PRAZOSIN,CHEMBL910,"""UK-103,320""",CHEMBL3544818,SILDENAFIL_M8,CYP2C9,CHEMBL3397,,1,,Unknown,Organ: Liver|Comment: A secondary metabolite that can undergo further metabolism,21925973
CHEMBL1737,PRAZOSIN,CHEMBL910,"""UK-103,320""",CHEMBL3544818,SILDENAFIL_M8,CYP3A,CHEMBL2364675,,1,,Unknown,Organ: Liver|Comment: A secondary metabolite that can undergo further metabolism,21925973
CHEMBL1737,PRAZOSIN,CHEMBL3544818,SILDENAFIL_M8,CHEMBL3544819,SILDENAFIL_M7,CYP2C9,CHEMBL3397,,1,,Loss of the piperazine ring,Organ: Liver,21925973
CHEMBL1737,PRAZOSIN,CHEMBL3544818,SILDENAFIL_M8,CHEMBL3544819,SILDENAFIL_M7,CYP3A,CHEMBL2364675,,1,,Loss of the piperazine ring,Organ: Liver,21925973
CHEMBL1737,PRAZOSIN,CHEMBL3544817,SILDENAFIL_M9,CHEMBL3544819,SILDENAFIL_M7,CYP2C9,CHEMBL3397,,1,,Loss of the piperazine ring,Organ: Liver,21925973
CHEMBL1737,PRAZOSIN,CHEMBL3544817,SILDENAFIL_M9,CHEMBL3544819,SILDENAFIL_M7,CYP3A,CHEMBL2364675,,1,,Loss of the piperazine ring,Organ: Liver,21925973
CHEMBL1737,PRAZOSIN,CHEMBL192,SILDENAFIL,CHEMBL3544820,SILDENAFIL_M11,CYP2D6,CHEMBL289,,1,,Pyrazole N-demethylation,Organ: Liver,21925973
CHEMBL1737,PRAZOSIN,CHEMBL192,SILDENAFIL,CHEMBL3544820,SILDENAFIL_M11,CYP2C19,CHEMBL3622,,1,,Pyrazole N-demethylation,Organ: Liver,21925973
CHEMBL1737,PRAZOSIN,CHEMBL192,SILDENAFIL,CHEMBL3544820,SILDENAFIL_M11,CYP2C9,CHEMBL3397,,1,,Pyrazole N-demethylation,Organ: Liver,21925973
CHEMBL1737,PRAZOSIN,CHEMBL192,SILDENAFIL,CHEMBL3544820,SILDENAFIL_M11,CYP3A4,CHEMBL340,,1,,Pyrazole N-demethylation,Organ: Liver,21925973
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3638316,(S)-4'-HYDROXYWARFARIN,CYP2C19,CHEMBL3622,,1,,Hydroxylation at the 4' position,Organ: Liver|Comment: A minor route of metabolism for the S enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3638316,(S)-4'-HYDROXYWARFARIN,CYP2C18,CHEMBL2408,,1,,Hydroxylation at the 4' position,Organ: Liver|Comment: A minor route of metabolism for the S enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3638316,(S)-4'-HYDROXYWARFARIN,CYP2C8,CHEMBL3721,,1,,Hydroxylation at the 4' position,Organ: Liver|Comment: A minor route of metabolism for the S enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL3638316,(S)-4'-HYDROXYWARFARIN,CHEMBL3638317,(S)-4'-O-WARFARIN GLUCURONIDE,UGT1A10,CHEMBL1743320,,1,,Glucuronide conjugation at the 4' hydroxyl forming an ether.,Organ: Liver|Comment: glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CYP2C19,CHEMBL3622,,1,,Hydroxylation at the 8 position,Organ: Liver|Comment: A minor route of metabolism for the S enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CYP2C18,CHEMBL2408,,1,,Hydroxylation at the 8 position,Organ: Liver|Comment: A minor route of metabolism for the S enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CYP2C8,CHEMBL3721,,1,,Hydroxylation at the 8 position,Organ: Liver|Comment: A minor route of metabolism for the S enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CHEMBL3638319,(S)-8-O-WARFARIN GLUCURONIDE,UGT1A10,CHEMBL1743320,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CHEMBL3638319,(S)-8-O-WARFARIN GLUCURONIDE,UGT1A9,CHEMBL1743319,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CHEMBL3638319,(S)-8-O-WARFARIN GLUCURONIDE,UGT1A8,CHEMBL1743318,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CHEMBL3638319,(S)-8-O-WARFARIN GLUCURONIDE,UGT1A3,CHEMBL3542435,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3638318,(S)-8-HYDROXYWARFARIN,CHEMBL3638319,(S)-8-O-WARFARIN GLUCURONIDE,UGT1A1,CHEMBL1287617,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3245361,DEHYDROWARFARIN,,,,1,,Oxiadtion via  removal of hydrogen of the bnd between positons 10 amd 9,Organ: Liver|Comment: Can have either trans or cis stereochemistry depending oin the stereochemistry of warfarin.,label/2011/009218s107lbl.pdf; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3544634,10-HYDROXY WARFARIN,CYP3A4,CHEMBL340,,1,,Hydroxylation at the 10 position,"""Organ: Liver|Comment: Production is stereoselctive with and R/S ratio of 3.4 ad 9.0.  Produced in 2 diastereomers: 9R, 10S or 9R, 10 R (Only a trace of RR produced due to stated stereoselctivity). Hydroxylated metabolites are inactive. Does not undergo further conjugation. The major metabolite of the R enatiomer.""",label/2011/009218s107lbl.pdf; 0443051488; 19408964; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3544535,R-6-HYDROXYWARFARIN,CYP2C19,CHEMBL3622,,1,,Hydroxylation at the 6 position,"""Organ: Liver|Comment: Hydroxylation is a minor route of metabolism for the R enatiomer, but it is regioselective towards the 6 positon. The hydroxylated metabolites are inactive. Undergoes glucuronide conjugation (it is actually primarily excreted as a glucuronide conjugate).""",label/2011/009218s107lbl.pdf; 0443051488; 19408964; 8220911; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3544535,R-6-HYDROXYWARFARIN,CYP1A1,CHEMBL2231,,1,,Hydroxylation at the 6 position,"""Organ: Liver|Comment: Hydroxylation is a minor route of metabolism for the R enatiomer, but it is regioselective towards the 6 positon. The hydroxylated metabolites are inactive. Undergoes glucuronide conjugation (it is actually primarily excreted as a glucuronide conjugate).""",label/2011/009218s107lbl.pdf; 0443051488; 19408964; 8220911; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3544535,R-6-HYDROXYWARFARIN,CYP1A2,CHEMBL3356,,1,,Hydroxylation at the 6 position,"""Organ: Liver|Comment: Hydroxylation is a minor route of metabolism for the R enatiomer, but it is regioselective towards the 6 positon. The hydroxylated metabolites are inactive. Undergoes glucuronide conjugation (it is actually primarily excreted as a glucuronide conjugate).""",label/2011/009218s107lbl.pdf; 0443051488; 19408964; 8220911; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL3544535,R-6-HYDROXYWARFARIN,CHEMBL3544536,R-6-O-WARFARIN GLUCURONIDE,UGT1A10,CHEMBL1743320,,1,,Glucuronide conjugation at the 6 hydroxyl forming an ether.,Organ: Liver|Comment: glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3544535,R-6-HYDROXYWARFARIN,CHEMBL3544536,R-6-O-WARFARIN GLUCURONIDE,UGT1A1,CHEMBL1287617,,1,,Glucuronide conjugation at the 6 hydroxyl forming an ether.,Organ: Liver|Comment: glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3544517,R-7-HYDROXYWARFARIN,CYP2C8,CHEMBL3721,,1,,Hydroxylation at the 7 position,Organ: Liver|Comment: Another significant etabolite of the R enantiomer. Hydroxylated metabolites are inactive. Can undergo glucuronide conjugation (is infact primarily excreted as a glucuronide),label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3544517,R-7-HYDROXYWARFARIN,CYP1A2,CHEMBL3356,,1,,Hydroxylation at the 7 position,Organ: Liver|Comment: Another significant etabolite of the R enantiomer. Hydroxylated metabolites are inactive. Can undergo glucuronide conjugation (is infact primarily excreted as a glucuronide),label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3544517,R-7-HYDROXYWARFARIN,CYP1A1,CHEMBL2231,,1,,Hydroxylation at the 7 position,Organ: Liver|Comment: Another significant etabolite of the R enantiomer. Hydroxylated metabolites are inactive. Can undergo glucuronide conjugation (is infact primarily excreted as a glucuronide),label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL3544517,R-7-HYDROXYWARFARIN,CHEMBL3544534,(R)-7-O-WARFARIN GLUCURONIDE,UGT1A10,CHEMBL1743320,,1,,Glucuronide conjugation at the 7 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3544517,R-7-HYDROXYWARFARIN,CHEMBL3544534,(R)-7-O-WARFARIN GLUCURONIDE,UGT1A9,CHEMBL1743319,,1,,Glucuronide conjugation at the 7 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3544517,R-7-HYDROXYWARFARIN,CHEMBL3544534,(R)-7-O-WARFARIN GLUCURONIDE,UGT1A8,CHEMBL1743318,,1,,Glucuronide conjugation at the 7 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3544517,R-7-HYDROXYWARFARIN,CHEMBL3544534,(R)-7-O-WARFARIN GLUCURONIDE,UGT1A3,CHEMBL3542435,,1,,Glucuronide conjugation at the 7 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3544517,R-7-HYDROXYWARFARIN,CHEMBL3544534,(R)-7-O-WARFARIN GLUCURONIDE,UGT1A1,CHEMBL1287617,,1,,Glucuronide conjugation at the 7 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3544607,R-8-HYDROXYWARFARIN,CYP2C19,CHEMBL3622,,1,,Hydroxylation at the 8 position,Organ: Liver|Comment: A minor route of metabolism for the R enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3544607,R-8-HYDROXYWARFARIN,CYP1A2,CHEMBL3356,,1,,Hydroxylation at the 8 position,Organ: Liver|Comment: A minor route of metabolism for the R enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL1464,WARFARIN,CHEMBL3544607,R-8-HYDROXYWARFARIN,CYP1A1,CHEMBL2231,,1,,Hydroxylation at the 8 position,Organ: Liver|Comment: A minor route of metabolism for the R enatiomer. Hydroxylated metabolites are inactive. Can undergo subsequent glucuronide conjugation but this is not as significant a process as it is for the 6-hydroxy and 7-hydroxy metabolites.,label/2011/009218s107lbl.pdf; 19408964; 9014207
CHEMBL1200879,PRAZOSIN,CHEMBL3544607,R-8-HYDROXYWARFARIN,CHEMBL3544608,(R)-8-O-WARFARIN GLUCURONIDE,UGT1A10,CHEMBL1743320,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3544607,R-8-HYDROXYWARFARIN,CHEMBL3544608,(R)-8-O-WARFARIN GLUCURONIDE,UGT1A9,CHEMBL1743319,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3544607,R-8-HYDROXYWARFARIN,CHEMBL3544608,(R)-8-O-WARFARIN GLUCURONIDE,UGT1A8,CHEMBL1743318,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3544607,R-8-HYDROXYWARFARIN,CHEMBL3544608,(R)-8-O-WARFARIN GLUCURONIDE,UGT1A3,CHEMBL3542435,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3544607,R-8-HYDROXYWARFARIN,CHEMBL3544608,(R)-8-O-WARFARIN GLUCURONIDE,UGT1A1,CHEMBL1287617,,1,,Glucuronide conjugation at the 8 hydroxyl forming an ether.,Organ: Liver|Comment: A complex mechanism. glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL1200879,PRAZOSIN,CHEMBL3544588,(R)-4'-HYDROXYWARFARIN,CHEMBL3544606,(R)-4'-O-WARFARIN GLUCURONIDE,UGT1A10,CHEMBL1743320,,1,,Glucuronide conjugation at the 4' hydroxyl forming an ether.,Organ: Liver|Comment: Glucuronidation is beginning to be recognised as an important pathway in warfarin metabolism and elimination. Glucuronide conjugation prefers the R enantiomer more.,19408964
CHEMBL585,PRAZOSIN,CHEMBL585,TRIAMTERENE,CHEMBL3544821,4'-HYDROXYTRIAMTERENE,CYP1A2,CHEMBL3356,,1,,Hydroxylation at the 4' position,Organ: Liver|Comment: Rate-limiting strep of metabolism,0443051488; 16035375
